Calendar Year,Fishery,LATITUDE (5° cell),LONGITUDE (5° cell),Species Category,Species (or group),Number of vessels with observer data ,Observed Captures (number),Observed Capture Rate (per 1000 hooks),Observed Mortalities (number),Observed Mortality rate (per 1000 hooks),Observed Live Releases
2014,L,32.5,-167.5,SHK,BIGEYE THRESHER SHARK,8,12,0.079327829,5,0.033053262,7
2014,L,32.5,-162.5,SHK,BIGEYE THRESHER SHARK,17,17,0.060587485,3,0.010691909,14
2014,L,32.5,-157.5,SHK,BIGEYE THRESHER SHARK,23,12,0.040974231,2,0.006829038,10
2014,L,32.5,-152.5,SHK,BIGEYE THRESHER SHARK,19,7,0.021479311,2,0.006136946,5
2015,L,-42.5,152.5,SHK,BIGEYE THRESHER SHARK,7,1,0.001633856,0,0.000000000,0
2015,L,-37.5,157.5,SHK,BIGEYE THRESHER SHARK,7,1,0.012177598,0,0.000000000,0
2015,L,-22.5,-177.5,SHK,BIGEYE THRESHER SHARK,10,1,0.010217114,0,0.000000000,1
2015,L,-22.5,172.5,SHK,BIGEYE THRESHER SHARK,14,1,0.003260122,0,0.000000000,1
2015,L,-22.5,177.5,SHK,BIGEYE THRESHER SHARK,23,2,0.002789070,1,0.001394535,0
2015,L,-17.5,-177.5,SHK,BIGEYE THRESHER SHARK,22,14,0.027273223,4,0.007792349,8
2015,L,-17.5,-147.5,SHK,BIGEYE THRESHER SHARK,9,2,0.014666628,0,0.000000000,2
2015,L,-17.5,-142.5,SHK,BIGEYE THRESHER SHARK,5,2,0.039506173,1,0.019753086,1
2015,L,-17.5,-132.5,SHK,BIGEYE THRESHER SHARK,8,1,0.004957490,0,0.000000000,0
2015,L,-17.5,172.5,SHK,BIGEYE THRESHER SHARK,18,1,0.002271824,1,0.002271824,0
2015,L,-17.5,177.5,SHK,BIGEYE THRESHER SHARK,43,14,0.007886289,3,0.001689919,11
2015,L,-12.5,-157.5,SHK,BIGEYE THRESHER SHARK,5,5,0.016479840,0,0.000000000,0
2015,L,-12.5,-147.5,SHK,BIGEYE THRESHER SHARK,15,4,0.019135094,0,0.000000000,3
2015,L,-12.5,-142.5,SHK,BIGEYE THRESHER SHARK,14,1,0.003805856,0,0.000000000,1
2015,L,-12.5,177.5,SHK,BIGEYE THRESHER SHARK,20,3,0.005621683,1,0.001873894,2
2015,L,-7.5,-177.5,SHK,BIGEYE THRESHER SHARK,5,1,0.011533626,0,0.000000000,1
2015,L,-7.5,-167.5,SHK,BIGEYE THRESHER SHARK,17,3,0.010188487,0,0.000000000,0
2015,L,-7.5,-152.5,SHK,BIGEYE THRESHER SHARK,4,1,0.010181329,0,0.000000000,0
2015,L,-7.5,-147.5,SHK,BIGEYE THRESHER SHARK,7,3,0.036387895,1,0.012129298,1
2015,L,-7.5,-142.5,SHK,BIGEYE THRESHER SHARK,3,7,0.214204841,0,0.000000000,0
2015,L,-7.5,-137.5,SHK,BIGEYE THRESHER SHARK,3,2,0.069686411,1,0.034843206,0
2015,L,-2.5,-177.5,SHK,BIGEYE THRESHER SHARK,5,3,0.017615868,0,0.000000000,3
2015,L,-2.5,-172.5,SHK,BIGEYE THRESHER SHARK,4,2,0.056562686,2,0.056562686,0
2015,L,-2.5,-167.5,SHK,BIGEYE THRESHER SHARK,11,10,0.069148642,5,0.034574321,3
2015,L,-2.5,-162.5,SHK,BIGEYE THRESHER SHARK,10,7,0.062511163,6,0.053580997,0
2015,L,-2.5,162.5,SHK,BIGEYE THRESHER SHARK,6,2,0.013442125,1,0.006721062,0
2015,L,-2.5,167.5,SHK,BIGEYE THRESHER SHARK,5,3,0.016128599,2,0.010752399,1
2015,L,-2.5,172.5,SHK,BIGEYE THRESHER SHARK,8,27,0.065761432,4,0.009742434,21
2015,L,-2.5,177.5,SHK,BIGEYE THRESHER SHARK,9,16,0.039858403,3,0.007473451,10
2015,L,2.5,-172.5,SHK,BIGEYE THRESHER SHARK,6,7,0.042857755,2,0.012245073,4
2015,L,2.5,-167.5,SHK,BIGEYE THRESHER SHARK,11,6,0.053858514,3,0.026929257,3
2015,L,2.5,-162.5,SHK,BIGEYE THRESHER SHARK,8,7,0.149815940,2,0.042804554,5
2015,L,2.5,-157.5,SHK,BIGEYE THRESHER SHARK,6,20,0.338914119,9,0.152511354,3
2015,L,2.5,-152.5,SHK,BIGEYE THRESHER SHARK,6,8,0.161020872,4,0.080510436,1
2015,L,2.5,142.5,SHK,BIGEYE THRESHER SHARK,4,3,0.044890019,0,0.000000000,0
2015,L,2.5,172.5,SHK,BIGEYE THRESHER SHARK,4,8,0.110500290,1,0.013812536,6
2015,L,2.5,177.5,SHK,BIGEYE THRESHER SHARK,7,20,0.100378930,2,0.010037893,17
2015,L,7.5,132.5,SHK,BIGEYE THRESHER SHARK,5,3,0.048803501,1,0.016267834,0
2015,L,12.5,-177.5,SHK,BIGEYE THRESHER SHARK,3,8,0.176991150,2,0.044247788,1
2015,L,12.5,-167.5,SHK,BIGEYE THRESHER SHARK,17,842,4.349645364,320,1.653071872,522
2015,L,12.5,-162.5,SHK,BIGEYE THRESHER SHARK,35,879,1.504026994,139,0.237838171,740
2015,L,12.5,-157.5,SHK,BIGEYE THRESHER SHARK,12,548,3.467542411,70,0.442934250,478
2015,L,12.5,127.5,SHK,BIGEYE THRESHER SHARK,3,1,0.021370718,0,0.000000000,0
2015,L,12.5,132.5,SHK,BIGEYE THRESHER SHARK,8,12,0.063262111,10,0.052718426,0
2015,L,12.5,152.5,SHK,BIGEYE THRESHER SHARK,4,3,0.118371212,1,0.039457071,0
2015,L,12.5,177.5,SHK,BIGEYE THRESHER SHARK,5,10,0.223853868,5,0.111926934,0
2015,L,17.5,-167.5,SHK,BIGEYE THRESHER SHARK,3,49,0.732666457,5,0.074761883,44
2015,L,17.5,-162.5,SHK,BIGEYE THRESHER SHARK,60,228,0.246815752,50,0.054126261,177
2015,L,17.5,-157.5,SHK,BIGEYE THRESHER SHARK,30,208,0.653403826,25,0.078534114,183
2015,L,17.5,-152.5,SHK,BIGEYE THRESHER SHARK,4,7,0.201874549,1,0.028839221,6
2015,L,17.5,132.5,SHK,BIGEYE THRESHER SHARK,5,1,0.014338562,0,0.000000000,0
2015,L,17.5,137.5,SHK,BIGEYE THRESHER SHARK,5,1,0.029353059,0,0.000000000,0
2015,L,17.5,142.5,SHK,BIGEYE THRESHER SHARK,6,3,0.032830300,0,0.000000000,0
2015,L,17.5,152.5,SHK,BIGEYE THRESHER SHARK,5,2,0.013709147,1,0.006854573,0
2015,L,22.5,-162.5,SHK,BIGEYE THRESHER SHARK,5,18,0.643155751,8,0.285847000,10
2015,L,22.5,-152.5,SHK,BIGEYE THRESHER SHARK,26,17,0.050206882,6,0.017720076,11
2015,L,22.5,152.5,SHK,BIGEYE THRESHER SHARK,3,3,0.055832651,2,0.037221767,0
2015,L,27.5,-162.5,SHK,BIGEYE THRESHER SHARK,21,10,0.025780904,2,0.005156181,8
2015,L,27.5,-157.5,SHK,BIGEYE THRESHER SHARK,49,19,0.030630883,3,0.004836455,16
2015,L,27.5,-152.5,SHK,BIGEYE THRESHER SHARK,37,28,0.085736770,13,0.039806357,15
2015,L,27.5,162.5,SHK,BIGEYE THRESHER SHARK,3,1,0.052670389,0,0.000000000,0
2015,L,32.5,-167.5,SHK,BIGEYE THRESHER SHARK,4,5,0.237925291,2,0.095170117,3
2015,L,32.5,-162.5,SHK,BIGEYE THRESHER SHARK,6,1,0.043122035,0,0.000000000,1
2015,L,32.5,-157.5,SHK,BIGEYE THRESHER SHARK,13,4,0.055753014,2,0.027876507,2
2015,L,32.5,-152.5,SHK,BIGEYE THRESHER SHARK,20,10,0.061112367,0,0.000000000,9
2015,L,32.5,152.5,SHK,BIGEYE THRESHER SHARK,10,8,0.050124685,1,0.006265586,0
2015,L,32.5,157.5,SHK,BIGEYE THRESHER SHARK,11,1,0.004903331,0,0.000000000,0
2015,L,32.5,167.5,SHK,BIGEYE THRESHER SHARK,6,1,0.010176356,0,0.000000000,0
2015,L,37.5,147.5,SHK,BIGEYE THRESHER SHARK,5,3,0.036768761,1,0.012256254,0
2015,L,37.5,152.5,SHK,BIGEYE THRESHER SHARK,13,5,0.046779686,2,0.018711875,0
2015,L,37.5,157.5,SHK,BIGEYE THRESHER SHARK,13,1,0.004441562,1,0.004441562,0
2015,L,37.5,162.5,SHK,BIGEYE THRESHER SHARK,13,4,0.020155804,1,0.005038951,0
2015,L,37.5,167.5,SHK,BIGEYE THRESHER SHARK,8,3,0.021912685,1,0.007304228,0
2015,L,42.5,152.5,SHK,BIGEYE THRESHER SHARK,3,1,0.010220978,1,0.010220978,0
2016,L,-37.5,177.5,SHK,BIGEYE THRESHER SHARK,11,1,0.006286382,1,0.006286382,0
2016,L,-32.5,-147.5,SHK,BIGEYE THRESHER SHARK,3,1,0.025518016,0,0.000000000,1
2016,L,-32.5,172.5,SHK,BIGEYE THRESHER SHARK,3,7,0.153407846,4,0.087661626,3
2016,L,-27.5,-172.5,SHK,BIGEYE THRESHER SHARK,4,1,0.011939301,0,0.000000000,1
2016,L,-22.5,-177.5,SHK,BIGEYE THRESHER SHARK,10,1,0.004921938,0,0.000000000,1
2016,L,-22.5,157.5,SHK,BIGEYE THRESHER SHARK,8,2,0.020757008,0,0.000000000,0
2016,L,-22.5,162.5,SHK,BIGEYE THRESHER SHARK,10,2,0.017367292,0,0.000000000,0
2016,L,-22.5,167.5,SHK,BIGEYE THRESHER SHARK,4,3,0.057055915,0,0.000000000,2
2016,L,-22.5,172.5,SHK,BIGEYE THRESHER SHARK,9,2,0.009636372,1,0.004818186,1
2016,L,-17.5,-177.5,SHK,BIGEYE THRESHER SHARK,25,10,0.011302743,2,0.002260549,8
2016,L,-17.5,172.5,SHK,BIGEYE THRESHER SHARK,17,2,0.005360737,1,0.002680369,1
2016,L,-17.5,177.5,SHK,BIGEYE THRESHER SHARK,49,19,0.009488277,1,0.000499383,18
2016,L,-12.5,-157.5,SHK,BIGEYE THRESHER SHARK,6,1,0.006119502,0,0.000000000,0
2016,L,-12.5,-152.5,SHK,BIGEYE THRESHER SHARK,3,6,0.215269805,0,0.000000000,0
2016,L,-12.5,-147.5,SHK,BIGEYE THRESHER SHARK,10,1,0.010589070,0,0.000000000,1
2016,L,-12.5,-142.5,SHK,BIGEYE THRESHER SHARK,11,1,0.004359293,1,0.004359293,0
2016,L,-12.5,-137.5,SHK,BIGEYE THRESHER SHARK,4,14,0.150940141,9,0.097032948,1
2016,L,-12.5,-132.5,SHK,BIGEYE THRESHER SHARK,6,4,0.037299515,2,0.018649758,0
2016,L,-12.5,157.5,SHK,BIGEYE THRESHER SHARK,4,1,0.012659350,0,0.000000000,0
2016,L,-12.5,177.5,SHK,BIGEYE THRESHER SHARK,29,3,0.002808739,0,0.000000000,2
2016,L,-7.5,-177.5,SHK,BIGEYE THRESHER SHARK,11,2,0.008986220,0,0.000000000,2
2016,L,-7.5,-157.5,SHK,BIGEYE THRESHER SHARK,3,3,0.145659351,3,0.145659351,0
2016,L,-7.5,-152.5,SHK,BIGEYE THRESHER SHARK,4,1,0.038675743,0,0.000000000,0
2016,L,-7.5,-147.5,SHK,BIGEYE THRESHER SHARK,4,4,0.078549968,0,0.000000000,0
2016,L,-7.5,-132.5,SHK,BIGEYE THRESHER SHARK,5,21,0.236169997,3,0.033738571,2
2016,L,-7.5,177.5,SHK,BIGEYE THRESHER SHARK,8,2,0.004357042,0,0.000000000,2
2016,L,-2.5,-177.5,SHK,BIGEYE THRESHER SHARK,11,2,0.007385524,0,0.000000000,0
2016,L,-2.5,-167.5,SHK,BIGEYE THRESHER SHARK,13,5,0.022601833,1,0.004520367,2
2016,L,-2.5,-162.5,SHK,BIGEYE THRESHER SHARK,9,1,0.013405545,0,0.000000000,1
2016,L,-2.5,177.5,SHK,BIGEYE THRESHER SHARK,11,6,0.028513858,0,0.000000000,6
2016,L,2.5,-172.5,SHK,BIGEYE THRESHER SHARK,10,9,0.086655947,1,0.009628439,3
2016,L,2.5,-167.5,SHK,BIGEYE THRESHER SHARK,12,7,0.065941933,1,0.009420276,1
2016,L,2.5,-162.5,SHK,BIGEYE THRESHER SHARK,3,3,0.059150597,1,0.019716866,2
2016,L,2.5,-157.5,SHK,BIGEYE THRESHER SHARK,4,7,0.349720224,0,0.000000000,0
2016,L,2.5,147.5,SHK,BIGEYE THRESHER SHARK,4,8,0.151340308,6,0.113505231,1
2016,L,2.5,162.5,SHK,BIGEYE THRESHER SHARK,7,2,0.018905200,0,0.000000000,0
2016,L,2.5,177.5,SHK,BIGEYE THRESHER SHARK,11,8,0.021108959,3,0.007915860,4
2016,L,7.5,-177.5,SHK,BIGEYE THRESHER SHARK,4,3,0.144023044,3,0.144023044,0
2016,L,7.5,-167.5,SHK,BIGEYE THRESHER SHARK,5,33,0.249606680,1,0.007563839,1
2016,L,7.5,152.5,SHK,BIGEYE THRESHER SHARK,3,1,0.025920838,0,0.000000000,0
2016,L,7.5,177.5,SHK,BIGEYE THRESHER SHARK,6,6,0.058694631,0,0.000000000,2
2016,L,12.5,-177.5,SHK,BIGEYE THRESHER SHARK,4,2,0.049257444,0,0.000000000,0
2016,L,12.5,-172.5,SHK,BIGEYE THRESHER SHARK,9,18,0.182832069,7,0.071101360,9
2016,L,12.5,-167.5,SHK,BIGEYE THRESHER SHARK,32,587,0.934650867,180,0.286605036,403
2016,L,12.5,-162.5,SHK,BIGEYE THRESHER SHARK,35,329,0.666437094,107,0.216743979,187
2016,L,12.5,-157.5,SHK,BIGEYE THRESHER SHARK,8,164,2.659747000,52,0.843334415,93
2016,L,12.5,177.5,SHK,BIGEYE THRESHER SHARK,4,8,0.227421326,0,0.000000000,0
2016,L,17.5,-167.5,SHK,BIGEYE THRESHER SHARK,5,12,0.442005230,0,0.000000000,12
2016,L,17.5,-162.5,SHK,BIGEYE THRESHER SHARK,61,208,0.241714593,37,0.042997307,151
2016,L,17.5,-157.5,SHK,BIGEYE THRESHER SHARK,40,146,0.412357158,30,0.084730923,111
2016,L,17.5,-152.5,SHK,BIGEYE THRESHER SHARK,13,112,0.659677229,33,0.194369184,67
2016,L,17.5,137.5,SHK,BIGEYE THRESHER SHARK,11,1,0.009101666,1,0.009101666,0
2016,L,17.5,152.5,SHK,BIGEYE THRESHER SHARK,5,1,0.008170869,0,0.000000000,0
2016,L,17.5,157.5,SHK,BIGEYE THRESHER SHARK,4,1,0.041322314,0,0.000000000,0
2016,L,22.5,-157.5,SHK,BIGEYE THRESHER SHARK,13,1,0.015759448,0,0.000000000,1
2016,L,22.5,-152.5,SHK,BIGEYE THRESHER SHARK,34,16,0.047530776,4,0.011882694,11
2016,L,22.5,147.5,SHK,BIGEYE THRESHER SHARK,4,2,0.050085145,0,0.000000000,0
2016,L,22.5,152.5,SHK,BIGEYE THRESHER SHARK,5,1,0.013820745,1,0.013820745,0
2016,L,27.5,-162.5,SHK,BIGEYE THRESHER SHARK,42,31,0.040749046,11,0.014459339,18
2016,L,27.5,-157.5,SHK,BIGEYE THRESHER SHARK,69,35,0.038780820,8,0.008864187,21
2016,L,27.5,-152.5,SHK,BIGEYE THRESHER SHARK,45,13,0.027702720,1,0.002130978,12
2016,L,32.5,-172.5,SHK,BIGEYE THRESHER SHARK,6,11,0.257057394,3,0.070106562,8
2016,L,32.5,-167.5,SHK,BIGEYE THRESHER SHARK,6,2,0.066744535,0,0.000000000,0
2016,L,32.5,-162.5,SHK,BIGEYE THRESHER SHARK,17,8,0.070871722,2,0.017717931,5
2016,L,32.5,-157.5,SHK,BIGEYE THRESHER SHARK,20,5,0.036998394,1,0.007399679,4
2016,L,32.5,-152.5,SHK,BIGEYE THRESHER SHARK,21,9,0.033732122,2,0.007496027,7
2016,L,32.5,152.5,SHK,BIGEYE THRESHER SHARK,6,3,0.040079089,3,0.040079089,0
2016,L,32.5,157.5,SHK,BIGEYE THRESHER SHARK,7,2,0.022173686,2,0.022173686,0
2016,L,37.5,-172.5,SHK,BIGEYE THRESHER SHARK,6,3,0.136245969,2,0.090830646,1
2016,L,37.5,-167.5,SHK,BIGEYE THRESHER SHARK,4,4,0.197755475,3,0.148316607,1
2016,L,37.5,147.5,SHK,BIGEYE THRESHER SHARK,9,4,0.057006855,0,0.000000000,0
2016,L,37.5,152.5,SHK,BIGEYE THRESHER SHARK,9,6,0.027149813,2,0.009049938,0
2016,L,37.5,157.5,SHK,BIGEYE THRESHER SHARK,9,1,0.004604327,0,0.000000000,0
2016,L,37.5,162.5,SHK,BIGEYE THRESHER SHARK,7,9,0.072770788,2,0.016171286,0
2016,L,37.5,167.5,SHK,BIGEYE THRESHER SHARK,6,8,0.044092926,2,0.011023231,0
2017,L,-37.5,172.5,SHK,BIGEYE THRESHER SHARK,3,3,0.132421099,1,0.044140366,2
2017,L,-27.5,-172.5,SHK,BIGEYE THRESHER SHARK,3,3,0.016685113,0,0.000000000,0
2017,L,-27.5,-167.5,SHK,BIGEYE THRESHER SHARK,4,3,0.020238408,0,0.000000000,0
2017,L,-22.5,-177.5,SHK,BIGEYE THRESHER SHARK,12,3,0.019089920,0,0.000000000,3
2017,L,-22.5,-147.5,SHK,BIGEYE THRESHER SHARK,6,1,0.010935774,0,0.000000000,1
2017,L,-22.5,167.5,SHK,BIGEYE THRESHER SHARK,9,1,0.013003394,0,0.000000000,1
2017,L,-22.5,172.5,SHK,BIGEYE THRESHER SHARK,9,1,0.006868792,1,0.006868792,0
2017,L,-22.5,177.5,SHK,BIGEYE THRESHER SHARK,22,3,0.004337266,2,0.002891511,1
2017,L,-17.5,-177.5,SHK,BIGEYE THRESHER SHARK,21,6,0.011178034,3,0.005589017,3
2017,L,-17.5,-157.5,SHK,BIGEYE THRESHER SHARK,4,2,0.039735362,0,0.000000000,0
2017,L,-17.5,-142.5,SHK,BIGEYE THRESHER SHARK,5,1,0.019201966,0,0.000000000,1
2017,L,-17.5,157.5,SHK,BIGEYE THRESHER SHARK,7,1,0.016686412,0,0.000000000,1
2017,L,-17.5,162.5,SHK,BIGEYE THRESHER SHARK,10,1,0.010499239,0,0.000000000,1
2017,L,-17.5,167.5,SHK,BIGEYE THRESHER SHARK,6,1,0.023088823,0,0.000000000,1
2017,L,-17.5,172.5,SHK,BIGEYE THRESHER SHARK,15,1,0.003854708,0,0.000000000,1
2017,L,-17.5,177.5,SHK,BIGEYE THRESHER SHARK,37,9,0.005221799,2,0.001160400,7
2017,L,-12.5,-157.5,SHK,BIGEYE THRESHER SHARK,10,4,0.008063963,0,0.000000000,0
2017,L,-12.5,-147.5,SHK,BIGEYE THRESHER SHARK,10,3,0.024509604,1,0.008169868,2
2017,L,-12.5,-142.5,SHK,BIGEYE THRESHER SHARK,14,6,0.024231459,4,0.016154306,2
2017,L,-12.5,-137.5,SHK,BIGEYE THRESHER SHARK,13,1,0.011743292,0,0.000000000,1
2017,L,-12.5,-132.5,SHK,BIGEYE THRESHER SHARK,19,73,0.218035411,7,0.020907505,66
2017,L,-12.5,167.5,SHK,BIGEYE THRESHER SHARK,6,1,0.004076541,0,0.000000000,0
2017,L,-12.5,172.5,SHK,BIGEYE THRESHER SHARK,10,1,0.003997330,0,0.000000000,0
2017,L,-7.5,-177.5,SHK,BIGEYE THRESHER SHARK,6,3,0.023276203,0,0.000000000,3
2017,L,-7.5,-167.5,SHK,BIGEYE THRESHER SHARK,15,3,0.004174808,0,0.000000000,2
2017,L,-7.5,-162.5,SHK,BIGEYE THRESHER SHARK,15,15,0.044576126,9,0.026745675,3
2017,L,-7.5,-152.5,SHK,BIGEYE THRESHER SHARK,6,27,0.406210507,14,0.210627670,1
2017,L,-7.5,-147.5,SHK,BIGEYE THRESHER SHARK,16,258,0.666725242,140,0.361788891,27
2017,L,-7.5,-142.5,SHK,BIGEYE THRESHER SHARK,11,20,0.103568987,5,0.025892247,10
2017,L,-7.5,-137.5,SHK,BIGEYE THRESHER SHARK,12,19,0.150659731,6,0.047576757,13
2017,L,-7.5,-132.5,SHK,BIGEYE THRESHER SHARK,11,102,0.296822256,38,0.110580840,57
2017,L,-7.5,167.5,SHK,BIGEYE THRESHER SHARK,12,1,0.003255579,0,0.000000000,0
2017,L,-7.5,172.5,SHK,BIGEYE THRESHER SHARK,14,9,0.021179510,3,0.007059837,2
2017,L,-7.5,177.5,SHK,BIGEYE THRESHER SHARK,8,3,0.013496187,0,0.000000000,1
2017,L,-2.5,-177.5,SHK,BIGEYE THRESHER SHARK,9,2,0.007162144,0,0.000000000,1
2017,L,-2.5,-167.5,SHK,BIGEYE THRESHER SHARK,10,14,0.051934562,7,0.025967281,4
2017,L,-2.5,-162.5,SHK,BIGEYE THRESHER SHARK,7,4,0.033066323,4,0.033066323,0
2017,L,-2.5,-152.5,SHK,BIGEYE THRESHER SHARK,8,133,1.167865265,74,0.649789696,12
2017,L,-2.5,-147.5,SHK,BIGEYE THRESHER SHARK,8,15,0.108283703,5,0.036094568,5
2017,L,-2.5,-142.5,SHK,BIGEYE THRESHER SHARK,11,5,0.078099374,4,0.062479499,1
2017,L,-2.5,-137.5,SHK,BIGEYE THRESHER SHARK,6,1,0.017492915,0,0.000000000,1
2017,L,-2.5,-132.5,SHK,BIGEYE THRESHER SHARK,3,1,0.163934426,0,0.000000000,1
2017,L,-2.5,162.5,SHK,BIGEYE THRESHER SHARK,13,2,0.004692258,0,0.000000000,0
2017,L,-2.5,167.5,SHK,BIGEYE THRESHER SHARK,11,2,0.011686612,2,0.011686612,0
2017,L,-2.5,177.5,SHK,BIGEYE THRESHER SHARK,3,1,0.031113877,1,0.031113877,0
2017,L,2.5,-177.5,SHK,BIGEYE THRESHER SHARK,9,6,0.053847396,0,0.000000000,0
2017,L,2.5,-172.5,SHK,BIGEYE THRESHER SHARK,12,24,0.140839285,4,0.023473214,11
2017,L,2.5,-167.5,SHK,BIGEYE THRESHER SHARK,7,7,0.092308098,3,0.039560613,4
2017,L,2.5,-152.5,SHK,BIGEYE THRESHER SHARK,5,29,0.417242173,12,0.172651934,16
2017,L,2.5,147.5,SHK,BIGEYE THRESHER SHARK,9,14,0.038212527,1,0.002729466,0
2017,L,2.5,157.5,SHK,BIGEYE THRESHER SHARK,9,1,0.006234103,0,0.000000000,1
2017,L,2.5,162.5,SHK,BIGEYE THRESHER SHARK,10,2,0.006700033,1,0.003350016,1
2017,L,2.5,177.5,SHK,BIGEYE THRESHER SHARK,11,1,0.009834099,0,0.000000000,0
2017,L,7.5,-177.5,SHK,BIGEYE THRESHER SHARK,15,70,0.442648556,23,0.145441668,26
2017,L,7.5,-172.5,SHK,BIGEYE THRESHER SHARK,10,39,0.425165433,20,0.218033555,11
2017,L,7.5,-167.5,SHK,BIGEYE THRESHER SHARK,5,16,0.611644176,13,0.496960893,1
2017,L,7.5,177.5,SHK,BIGEYE THRESHER SHARK,12,73,0.326238029,6,0.026814085,13
2017,L,12.5,-177.5,SHK,BIGEYE THRESHER SHARK,11,63,0.205458678,16,0.052179982,25
2017,L,12.5,-172.5,SHK,BIGEYE THRESHER SHARK,8,22,0.178022334,6,0.048551546,11
2017,L,12.5,-167.5,SHK,BIGEYE THRESHER SHARK,15,165,0.836633387,24,0.121692129,137
2017,L,12.5,-162.5,SHK,BIGEYE THRESHER SHARK,29,260,0.856133372,48,0.158055392,199
2017,L,12.5,-157.5,SHK,BIGEYE THRESHER SHARK,12,215,1.359176655,30,0.189652557,181
2017,L,12.5,132.5,SHK,BIGEYE THRESHER SHARK,3,3,0.044634223,0,0.000000000,0
2017,L,12.5,152.5,SHK,BIGEYE THRESHER SHARK,8,1,0.008511725,0,0.000000000,0
2017,L,12.5,157.5,SHK,BIGEYE THRESHER SHARK,8,1,0.002342228,0,0.000000000,1
2017,L,12.5,172.5,SHK,BIGEYE THRESHER SHARK,10,86,0.910852918,33,0.349513329,15
2017,L,12.5,177.5,SHK,BIGEYE THRESHER SHARK,22,375,0.412991501,125,0.137663834,226
2017,L,17.5,-167.5,SHK,BIGEYE THRESHER SHARK,4,5,0.150979859,0,0.000000000,5
2017,L,17.5,-162.5,SHK,BIGEYE THRESHER SHARK,48,223,0.221756831,42,0.041765861,181
2017,L,17.5,-157.5,SHK,BIGEYE THRESHER SHARK,31,145,0.334298572,26,0.059943192,118
2017,L,17.5,-152.5,SHK,BIGEYE THRESHER SHARK,18,68,0.246626118,17,0.061656530,51
2017,L,17.5,142.5,SHK,BIGEYE THRESHER SHARK,4,2,0.050542064,0,0.000000000,0
2017,L,17.5,152.5,SHK,BIGEYE THRESHER SHARK,10,1,0.007655092,0,0.000000000,0
2017,L,17.5,157.5,SHK,BIGEYE THRESHER SHARK,9,2,0.013597580,0,0.000000000,0
2017,L,17.5,162.5,SHK,BIGEYE THRESHER SHARK,9,2,0.011365897,0,0.000000000,0
2017,L,17.5,177.5,SHK,BIGEYE THRESHER SHARK,4,17,0.374779541,6,0.132275132,1
2017,L,22.5,-157.5,SHK,BIGEYE THRESHER SHARK,11,4,0.081696009,0,0.000000000,4
2017,L,22.5,-152.5,SHK,BIGEYE THRESHER SHARK,30,16,0.043077105,4,0.010769276,12
2017,L,22.5,147.5,SHK,BIGEYE THRESHER SHARK,10,1,0.008802894,0,0.000000000,0
2017,L,22.5,152.5,SHK,BIGEYE THRESHER SHARK,8,1,0.010262831,0,0.000000000,0
2017,L,27.5,-162.5,SHK,BIGEYE THRESHER SHARK,29,10,0.024636792,3,0.007391038,7
2017,L,27.5,-157.5,SHK,BIGEYE THRESHER SHARK,73,62,0.046091822,9,0.006690748,53
2017,L,27.5,-152.5,SHK,BIGEYE THRESHER SHARK,49,35,0.051505961,8,0.011772791,27
2017,L,27.5,147.5,SHK,BIGEYE THRESHER SHARK,10,1,0.009200394,1,0.009200394,0
2017,L,27.5,152.5,SHK,BIGEYE THRESHER SHARK,10,2,0.011651752,2,0.011651752,0
2017,L,27.5,157.5,SHK,BIGEYE THRESHER SHARK,6,2,0.031480199,0,0.000000000,0
2017,L,32.5,-167.5,SHK,BIGEYE THRESHER SHARK,5,1,0.010218366,0,0.000000000,1
2017,L,32.5,-162.5,SHK,BIGEYE THRESHER SHARK,12,2,0.011255051,0,0.000000000,2
2017,L,32.5,-157.5,SHK,BIGEYE THRESHER SHARK,14,8,0.044565514,1,0.005570689,7
2017,L,32.5,-152.5,SHK,BIGEYE THRESHER SHARK,15,3,0.027420048,1,0.009140016,2
2017,L,32.5,152.5,SHK,BIGEYE THRESHER SHARK,9,2,0.021668942,0,0.000000000,0
2017,L,32.5,157.5,SHK,BIGEYE THRESHER SHARK,8,1,0.011351253,0,0.000000000,0
2017,L,37.5,147.5,SHK,BIGEYE THRESHER SHARK,7,2,0.021640338,0,0.000000000,0
2017,L,37.5,152.5,SHK,BIGEYE THRESHER SHARK,8,2,0.013093890,1,0.006546945,0
2018,L,-27.5,-172.5,SHK,BIGEYE THRESHER SHARK,8,1,0.003217255,0,0.000000000,1
2018,L,-22.5,-177.5,SHK,BIGEYE THRESHER SHARK,20,2,0.008086820,1,0.004043410,0
2018,L,-22.5,157.5,SHK,BIGEYE THRESHER SHARK,7,1,0.016634230,0,0.000000000,1
2018,L,-22.5,167.5,SHK,BIGEYE THRESHER SHARK,11,1,0.005928666,0,0.000000000,1
2018,L,-22.5,172.5,SHK,BIGEYE THRESHER SHARK,22,2,0.004531849,2,0.004531849,0
2018,L,-22.5,177.5,SHK,BIGEYE THRESHER SHARK,30,4,0.003806363,1,0.000951591,2
2018,L,-17.5,-177.5,SHK,BIGEYE THRESHER SHARK,31,7,0.005065970,2,0.001447420,5
2018,L,-17.5,-132.5,SHK,BIGEYE THRESHER SHARK,18,3,0.005363944,1,0.001787981,0
2018,L,-17.5,162.5,SHK,BIGEYE THRESHER SHARK,7,11,0.130384278,0,0.000000000,11
